d141a47ca817d36f480dd5f5d953ca1f	A. W. Ward
83254	Hóc Môn
6ff578de2ec4054a8a006aefd2fa0827	20 cent euro
1581977	Beachwood, Ohio
0f1f3985b6674f4c39b44545bad685c2	Cumberland Plateau
7442767	Caribe Hà Lan
de7aa645efb690388cafce10e914c1fd	Acetyl CoA
23ae9c6ada4dcc30fc0f530a9b821358	Leon Dierx
200205	1769
798259	Lâm Sảng Văn
1445778	Thể loại:Sinh thập kỷ 730
541572	138 TCN
3667995	Chủ thuyết Truman
7f7b3a92fc8f297ee40ce515da796c55	Boris Antonov
312584	Liên hiệp Pháp
3346751	Alcide De Gasperi
fccc7f1e47e7d67daaeb6b45b4b53bba	Chân không Taub-NUT
20a5b9ba6efb3e2cd8fd1b8f2111185b	Samarkand.
b07368869a42d94228cae02f8c855525	Gorgan
f1f962302e8c6e619dd0fb3dff1d5e43	Amadeus I
f3eae719d718099ca0535def2525506a	Đuôi mở rộng tệp
1732008	Omar Sharif
197465	SPQR
578340	Thập niên 1450
0fb1c181c1da3007f64907e03793490e	Bạch quân Nga
e28b6b2721301b90f0fcbe7489bfc594	Danh sách các cùng đô thị tại Đức
86ca94498255fd2908425357d5110de0	David Margesson, Tử tước Margesson thứ nhất
a4484c8c12776091b174cc6f65c95752	Cuộc hành hương Vĩnh biệt
754a21e58bc247da765e2a668779862e	Cơ quan chính phủ
7fb7794b1ba602f60d5b9d6179edab02	Birmingham F.C.
3da1118f69f81d908453a0231b88db99	Egon Mayer
3338342	Bạch Vân am thi tập
3fcedd05f4fe8e69b0b9591414a41cb0	Bureau of Transportation Statistics
25347	Tháp Phổ Minh
530063	1163
d9d91c49cbc0ce7416eaa3e71bc39650	Attica (vùng)
b6afd6850fd54ee357c2474c684b8c7a	Christopher Hampton
d5a760409878db668a3dda3aac25e14a	Coral Records
529940	1276
a6715c725318d0c0b304a1e38c396aaf	Joshua King
444839	Chiến dịch Cao-Bắc-Lạng
769fc5df0eb4ac3910a10bbe63479c03	1844 Democratic National Convention
2f55f63ad638bb8bfa8249313233e48a	Lễ hội tại Thổ Nhĩ Kỳ
e760ec3f657ffcca5dacba7f0c3be10e	Abu Talib
515688	Bùi Dzinh
2420948	Chủ tịch nước Cộng hòa Dân chủ Nhân dân Lào
e25651ace4c857ffcf143fb8e6f8f2b8	Hệ chữ số
1276731	Hãn quốc Y Nhi
490d97f33c7a4f0356efae35f73acdc7	Archaeoastronomy
3229348	.gov
53784	Thể loại:Sinh thập kỷ 1820
252704	Aerogal
5ac096f97acc3be3c46e9b202946d33a	Axel Hugo Theodor Theorell
92637	Belize
314573	AC Milan
20644	27 tháng 11
269259	Mohamed ElBaradei
108862	Duy Phường
685556	Bùi Danh Lưu
5470b2786dab0cfa99ab4da375166fca	Middle Persian
558873	Bắc Á
540834	134
3f5d3edc0a6160cb57e06abd6deb97a2	Hiệp hội Thanh niên Cơ đốc
1336141	Trujillo
1468289	Chiến dịch Michael
406682	Biên Giang
5ad5a8345948a345691bc2a380b044ac	Giờ chuẩn Đại Tây Dương
14461dbc167ed17ff27e9e5b7d2c8533	William I, Hoàng đế Đức
fad7fe5d53359e0a27f9af156f2b95bd	Lịch Copt
8a87a1bfd3b2847223796ad293b862a3	Alexandru Ioan Cuza
253744	Công đoàn Đoàn kết
750682	Capiz
a8284639e894c516f159407035bff07d	Danh sách lãnh thổ nơi tiếng Anh là ngôn ngữ chính thức
e2614b175594d01539905b5ba3d81bd9	Kronor Thụy Điển
541616	175 TCN
195a5b2ef8ecbfe57833e63db44a7896	El Nasr Boys' School
286b422d754ba4439763fffdc67f48c4	BBC News Online
b18ae3984f47b0c6c4dff570cf721fac	Charles A. Lindbergh
392148	1822
529943	1279
404662	Duingen
7038491	Nouvelle-Aquitaine
0bdfc55370152249e009d07dd0842df6	Elisa Schesinger
1522400	Hoàng Vân, Hiệp Hòa
524561	Vojvodina
528038	Liên minh các Vương hầu
1dd87c16d048f7a0efa3cb5a22242767	Aemilia Lepida
68126	Thái Tông
f43812b3ab5539de5048c01618f0c750	Sách Tôbia
7105	Ngày Julius
137154	Bộ Xây dựng (Việt Nam)
1ee8b38aae4c8282fdf71a15725e04d8	Núi Arafat
125401	Cát Hải
541424	69 TCN
056f1c557c0352bc41c5ca21f4c09f4f	Cải cách lịch pháp
937fab3c10e51014c2d243956fcd5ba3	Altamont Free Concert
5a85ebf8682447db42972c9245e81652	Bom hạt nhân B43
231880	Murad V
35ca06a9975e44b320a3690cd6e35354	Cư trú
1731a81f72bb43a2329827b33eac1147	Burh
20297	25 tháng 5
529923	1258
f3f86c1151eba8fbfb064c9adafbeba5	Ryan De Vries
524f1db385b9e57a24771bada92c9909	British Rayon Research Association
1e0242e58add816fc8f829bab0edeebb	Biểu tình Beograd 1991
91070fde4c9118c6f698e3a7f2c08142	Lê Văn Tưởng (tướng)
1daedc74b93586aee0ea2f27bef98b53	Thế kỷ 24
23c5c89cb938348d40fd66b7c54ac12a	Jack Broughton
ce23bd6aebc90e9b052ed485032e8655	Burschenschaft
9c5970d55aff5ea3e9e6cd5c3820b89e	Edward H. Levi
cbb69cfc5b0c37200ba586780f1e238b	Trai giáo
29b6111bdd9db643cb5f26b0e8a80961	Foreign Affairs
15350	Danh sách giáo hoàng
49803abb5c34e5fa24e59cbdaf3a97a2	Alfred Ayer
117933	Herman Melville
3713759	Arsenal Women F.C.
3116811	Bão cát
24dec13dfcc88d1d48364a9199866cbf	Nhà sử học
562114	Bibcode
49f71759d11b0a3071349f42d42ec64a	Kênh đào Volga-Don
ec318b933ed8e9d582b0bee0dcae5706	Agusta
39575	Gruzia
bbac8873385363c747822440814b0940	Hội nghị Annapolis
20406	18 tháng 7
231784	Gilbert du Motier de La Fayette
3254250	Charlton Athletic F.C.
1228849	Vương quốc Luang Phrabang
1429500	Benito Juárez, Quintana Roo
8556d1b3bd6f8aa66fecb021ac54c7bf	Islamic Movement of Uzbekistan
2424763	Bell X-16
49768	Thời gian Mặt Trời trung bình
1285131	Vừa đi đường vừa kể chuyện
c269f8585735f3f278844f14b356ec58	Australia Council
318555	Danh sách vua Anh
2419884	340 TCN
716512943702a3a6cfd5c5998856edf1	An Sư Nho
6f0b184c299a0c18648602aa7852b246	Dê Brienz
49c30c476f59decc25f35e23ccf61003	Antonie Pannekoek
da4543b7ceab3734b6cf3cb3c16073fd	Alexander Varshavsky
647730	Cửa Thuận An
438666615e68ddb6025af6ec78c5e2da	Alburnus Maior
a37e734e8f7345e92f374541d12b2bd9	Thể loại:Thành lập thập kỷ 1070
952a8525c3752f83510506634a2c3f2d	Barley tea
561428d1ad9f9a95e178e52d9e083279	Berlin-Treptow
142833	Chiến khu Tân Trào
20248	28 tháng 4
507731	Bố Chính
474235	Hiến pháp Đế quốc Nhật Bản
32942	Bóng chày
214805	Wilhelm von Humboldt
423165	Bagnols, Puy-de-Dôme
17237d10b50a6fb1e9b2a2cdee6284f8	Bờ hồ Quốc gia Indiana Dunes
9bf1f98483c7e7884404a264207e7d67	ADC Airlines
3229d03525531c122e906e147eb58a60	Isra và Miraj
529345	1681
63316	1999
53651	Thể loại:Mất thập kỷ 1170
508417	Chiến dịch Phú Xuân 1786
15608	Chưng cất
529769	1344
58a363735f970b57f0b8d93bee81b3ff	Cerro Castillo Dynevor
9398f66d26b725fedaa167c72453eb95	Giải của Toàn quyền Canda
9b2acf5984c7bd37984c34e7f6603e10	Nobel Assembly at Karolinska Institutet
3473	Anh giáo
fb56ea63acdd68cac39c5b67ab0f030c	Atacama (vùng)
3689917	Lưu Bồn Tử
88610	Polikarpov
3381	Thiên Chúa giáo
212d060cf05e088bc7a481809c60ddc0	Fulvio Orsini
3139347	Chó Akita
78002	AGM-154 JSOW
9054	Gái mại dâm
305601	Viện Hàn lâm Nghệ thuật Điện ảnh và Truyền hình Anh quốc
6ae51a16f6a5f1cb43765b3bfd33dfbf	20 January
1449882	Giải bóng đá hạng nhất Anh
3209901	Bữa Tiệc Ly
256ff00023f242c323eacb9c29159d41	Plymouth, New Hampshire
aa88b6e5518591554b37124b621b39f6	Albert-Ernest Carrier-Belleuse
208928	1889
530605	915
4a65bce7b2b618e6a188e8f3babe9cfa	APSA Colombia
4a28b380eece58f962d01209834a2401	Sách Sử Biên Niên
6d0bbe98c8c74e66e35c0ead8b594e12	An Nam sử nghiên cứu
1740183	Các bãi cạn Frigate Pháp
1826965f4c51832999113ca55b37fa2b	Chủ nghĩa phục quốc Lao động
be89a514e71ee461362cdc6a18ffcd79	FC Bari 1908
3518	Tháng 2
530939	1399
466fe88df5e508a3c067538f7f442bc3	Bulstrode Whitelocke
529975	1307
3200774	Football League
1036797	Dũng sĩ
107817	1909
285605	Fyodor I của Nga
10870	Cá sấu
137030	Nam Hán Cao Tổ
e7cf8c6c28638717d3d0d26c08ba294b	Contemporary R
44120	Chủ nghĩa duy tâm
1331364	Đồng nhất
21998	New York (tiểu bang)
83563c87a7c245d4f80e3cc97b84a2dd	Canh (giờ)
2419516	Dust Bowl
c15cda7580f90d11fe1d6eb55a860db9	Ali Java
265776	Castel d'Aiano
3655329	Nhà Sasan
18112	Biển Đông
7615048	Kazuo Ishiguro
a9e7f3eb23282e304fa4cff806d412db	Ariane 4
18d3d6a5e4a54a4016a247ff87ebf234	Dan-no-Ura
392175	1837
11840	ANSI
efe664b74790a86f1d411352d29958f7	Fukuyama Masaharu
c93aa9a7da9c0e89a7419649921acbbc	Thể loại:Kiến trúc thập kỷ 610
57969	Kontum
5501a6acf2dd5a4eaf86eb3abe995f36	Hydraulica
47538eded24a67ea7441e940d419a86f	Bonaventure Giffard
202309	Bán đảo Cửu Long
5bde8b95f259f67dd384391097a90830	Beat Street
148717b6a9c8d3d89e82766a7f7224e1	Hillah
8afa0699c923b1859d8d2a492d46ac1a	Cosmos 359
3273610	Nature (tạp chí)
916f900fb00c7893f41593801f7398c1	Lực lượng nổi dậy
733abc3d0bf618bc14629203a0accb6c	Năng lượng thực phẩm
530699	950
38f93c8c736edced2c64d9ff76c62a27	Tam trường
057e259a478785198da84731eef428a4	Chiến tranh giành độc lập lần thứ hai của Ý
531172	711
11763609	Cán bộ giảng dạy
f08691f2554191ee05128018806468ca	Alabama Champion Tree Program
820289	Holyoke, Massachusetts
44377b694ecb2f3b9adeef444e9b5774	Thể loại:Kiến trúc thập kỷ 1570
3510972	Bảng chữ cái Gruzia
ca1f99f2fd4a91f8eefb0c10548cf6e4	Somerset West
6bb617403328ec6d0eaae3452d0a42d4	Albert những suy biến
94a7472f4ea569daa099e9c75a72d9b8	Dürkheim
540877	85
5456	Leonhard Euler
fb55cb48b90c08da81178d15e5928448	Boehringer-Ingelheim
ce86ae39f986db8923c0a3799105e7e5	Thế giới trong năm 1789
2449370	Abdullah II của Jordan
9d9055575bb5121d5ce45939f46d5c81	Guy Hain
323070	Cheongyang
d96f09eb1fde92a8ff645bf70f1e2208	Thể loại:Phá hủy thập kỷ 190 TCN
21950	PubMed
778298	Aix-les-Bains
798175	Người Anh
198068	Edward Gibbon
bb15770414571765d96088e2fc39941b	Kvikne
530038	1179
575532	Quận Mercer, New Jersey
1819932ff5cf474f4f19e7c7024640c2	2160
33846	Võ Tắc Thiên
7af062e4fab60eed8104a24d4bbaa0ca	Chùa Quan Thế Âm
794836	Nhạc công
187004	ISO 3166-2:BR
1667686	Jōyō kanji
ef4b99132d78790668aa2a3de2fed8e7	Coustav Freding
2cb82a0a9dade74ebcb6fa375f49880b	Georges Feydeau
4b8c6974b600b8f25a1a2cd9958a4761	Di tích kiến trúc
22d3388ae6bdd94645e891117a0378b3	Lý Nghê
d687bb1e1acf47a078b14b5210a44a85	Nguyễn Phúc Ngọc Tương
b4288f76747f15d623347129bb5f0bd6	F. H. Bradley
47408	Bệnh dengue
529351	1685
171a98f4722267176bd0fe81f8980074	Arequipa
530570	962
a4f0e47588241f184237b088853ed464	Chiến dịch Quần đảo Aleut
43066	Kentucky
7634182	Cuộc vận động Quốc tế phế trừ vũ khí nguyên tử
1804c967548b7a3dba45474097c7ce96	Alfred Dent
467203	Harry Hammond Hess
13053	Duy thức
7a12e3fd0d53632a41130ee2d3ef7947	Thời kỳ An Chính
149265	Đông Anh (thị trấn)
bd6a43ceaffe93a6c2718d68a6ff9111	Country Music Hall of Fame
3ad66892b0ad0412f6360518533017c1	6 Tháng 10
0d0de7966ec9436e4672f8bf8efab417	Quốc hội quốc tế
15ca83316acd23543c19cc0ef6c82737	Công xã nguyên thủy
18561	Cận nhiệt đới
3743	Graz
155d2e04470836c6556b3f16e800e38b	Eastern Christians
5d2ad94e8e56c3bca9abd4c522d28bf9	Thể loại:Thành lập thập kỷ 160
4080720	Cơn sốt vàng Klondike
80532	Đảng cộng sản
58143	Lenovo
3517	Tháng 1
49326	Thế kỷ 13
14e8e45d1d402e7c34b0c9d017a0a0d1	Quattro GmbH
d910c80b2f5a149a48e54cff2db40a79	Danh sách các cơ quan chuyên trách của Liên Hiệp Quốc
530216	1093
38422	Haiti
233857	Dương (huyện)
541114	15 TCN
107858	Phương Thế Ngọc
3309983	Coenraad Jacob Temminck
1743023	Trận Bạch Đằng, 938
2a725d4b3cb7237a70a817186420f74a	Modern Language Review
90299	1965
1249910	Kim Đính
53709	Thể loại:Sinh thập kỷ 1460
3229726	Phù thủy
531299	666
bb91859957209c5308ff235de4b8a198	Beatrix Potter
c72b47d2eab828ac547af82aa979f3ec	Hệ số van 't Hoff
3253494	Homo cepranensis
76531	Thi Nại Am
e0aaf35c5025c4bd77637dcff032c680	Finding a Fhaytune
1000978	Hồ Hán Dân
75253	AS Roma
e0b646a6fd536bb3c20949e60225ee26	Brendan Scaife
242789	Bujumbura
61206	Yangon
2468866ee48f89fc0714d69daf744487	Antal Dunai
326211	Khí hậu
c1558dd73d6c55f8f48f938d326b7a78	2006-11-17
578346	Thập niên 1420
15905b4f5821246be9ce3584215a7dff	Charles Emmanuel I, Công tước xứ Savoy
530843	863
e0be70c7ec9d9530b330b08622e160ca	Blyenbergh
98153	Danh sách tiểu bang Hoa Kỳ theo diện tích
396b2cc3cf106b86c72755457929ac5b	John Cleland
827910	Pháp thuộc
3243940	Thập niên 2020
62837	Mori Ōgai
262050	APEC Việt Nam 2006
22254	Bột kết
b18673c6fe2d0c72f2eaaf0b6c94ac9f	Anna (era)
5db5d8ceda1a5272b97ca2e2e313bffa	Maya with Doll
877aae7e6d6d2cdc46eb4bfa7c8645bb	Balkh
41725	Ngô Văn Sở
1102464	Di tích quốc gia đặc biệt
1ecfeec97c63fa2065aeeba5cb3b1f14	Bernard Fall
63080	Cozak
aa186a99be016a6e61fbf5ce4b12a8de	Chiếc nhẫn của dòng họ Lowenskolds
412563	MiG-29K
528936	1782
194099	Autodesk
27473f295ec54fcb96640bc2ab3eb1ad	Avenida Paulista
530551	981
bf70555139d6098210052e85d21e1d30	Thập niên 2180
dc61579a553219d4f5cc55043c34f039	Chiến tranh Dacia của Trajanus
38210	Idaho
bbfc546d687cd22284568344b8e4ef1d	Tu chính án VI Hiến pháp Hoa Kỳ
57d914737e941af414b5bfdba06fc903	Cung điện của Shirvanshah
396504	Hans Fischer
5c6e03e330d23db3b0f992916ee35ad4	Chứng nghẽn mạch
1095443	Bộ lạc
159ce8e047a108a78dad8c4000218558	Khởi nghĩa Nguyễn Xuân Ôn
55c0365d0ef1c326546eb2431aa75c77	Frank Burrows
15d4602f39ef54cfb198b6675e172c70	Dương Đình Nghệ (định hướng)
529402	1600
107934	1950
359413	Diego Velázquez
3234346	Công chúa Margriet của Hà Lan
80808	Johannes Gutenberg
24613	Chùa Trấn Quốc
643336	Anwar Al-Sadad
92400	Lê Cung Hoàng
530302	1018
08049801f400fdbb2a6b57dc9802d156	Bắt giữ HMS Cyane
36178	Tiểu bang Hoa Kỳ
100209	Adam
7b01298652bbff79051bbee1b04744e2	Augustus III of Poland
8fd633292ef6d2de82df7f76cb06aa8e	Bugojno
2bd55509615e57488db59572d8fad117	Bộ trưởng Bộ Văn hóa, Phương tiện và Thể thao Anh
a4cf5e63cc6ac0acf0135d7ad72c516c	Cảng nguyên liệu
3aefc1990af022d3b178f7ee4bb714cc	David Oistrach
404658	Despetal
59688	Nguyễn Hữu Chỉnh
e07cf669165a9c0643ed9c776d4c12bc	Brisbane Times
725	2003
9da0c9c5d6098608c5fd9912535005b6	Bạch Đằng (đường Hà Nội)
578430	Thập niên 1500
3505c1c62a32463f10bb3e60648e2778	USS Cape Johnson (AP-172)
5384	Hermann Hesse
dcc6682b162f0b0913d5520c3422aec1	Joseph Guarneri
01156e65ff52cc0642b43d75b7b115c9	Carrauntoohil
87178	Bảo tàng Chiến dịch Hồ Chí Minh
76917	Barack Obama
c229a354219d9fb2b119aab09eee10ff	Ai Cập Ả rập
56988	Giải thưởng Hồ Chí Minh
9190e61308ef3d9cf22110c846cd8899	Thể loại:Mất năm 1867
bcc9e593bae7be75b7131e29dbbae6b8	Các họ chữ viết của Trung Quốc
1445780	Thể loại:Sinh thập kỷ 710
103769	.do
8616	Tổ chức tiêu chuẩn hóa quốc tế
532107	411
294574	Khí hậu nhiệt đới gió mùa
01adbe7f239ad38a5d829b743a0f97bb	Grignard reaction
0cd343482cca22574c8c2e99f8f51cb6	Dan Gallagher
b07a4abd2d37df071b8fb38aa0abea0c	Harry Augustus Garfield
52e57687e30bc2cbe9e1d4f8eabbe356	Harbourne
251933	Hoàng vĩ
2431131	Bang liên
63615	Liêu Ninh
aca7bef8619cfc4b7c42b25f9f4b5fec	Các phương pháp Toán Vật lý
362409	Tiếng Hy Lạp
194741	Phùng Tất Đắc
477244	Emilia-Romagna
590390	Kim Ngọc (định hướng)
8869f6d50143e7a050a283256f507afc	Chiêu Sương
578421	1053
5424f5d8e027a910e3635bfcc827fb69	Anzani
5793071a16454f0ce23108e760d074a7	Thể loại:Phá hủy thập kỷ 160
152038100e10cb5ab986f63966022d2b	Despotovac
826421	Kinh tế Việt Nam thời Đinh
41820	Hàm Nghi
8c36552c16eb19bdacb638de11c7773b	Sách Malakhi
186160	Hán Dương, Vũ Hán
23337	Ireland
324654	Siêu nhân (Nietzsche)
1445738	Thể loại:Mất thập kỷ 140
d4a1f124f930aa9aedc15f5f0f62fd2d	Chiến tranh Hy Lạp-Thổ
708	Unicode
2c35af45600b5bf02b1deb57274fe64a	Bernardino Fernández de Velasco, Công tước thứ 14 của Frías
28e09b5cc6e26ed219f0297302bee014	Albert của Thụy Điển
3a3f1e5f031e753ab5007b81bde57995	Shemini Atzeret
afd575e74aaaf10860abf00aa33a2f96	Chakri dynasty
18348	Carl Friedrich Gauß
8436	Thiên Chúa
530943	1370
1585384	Chu trình sinh địa hóa
edd40a570bf8e9d15ec64a8483e347f7	Hành lang lốc xoáy
15209	Thế chiến I
1279628	Thập niên 920
93d647a763c21815b8422c4cd007695c	Ice pellets
117904	Saitō Hajime
ce002f9af2ded0806229d4e60b528e6f	Phát minh ra điện thoại
16aee2370dbd27be4bf2e1596de052ae	American Psychological Association Publications
541502	92 TCN
393dbb13fdc121bcbf12db93d77714f0	David Franklin Houston
50960	Băng Cốc
f2e488ed0a1b2808f0c6d1424f655ae8	Dương Định (Cừu Trì)
529754	1334
0dc0567b1499fd53571f285ad3a6f848	Thể loại:Kiến trúc thập kỷ 830
5d98ba3a2dfb7631d2b4f03ca245a799	Aryan race
3277993	Giải vô địch bóng đá thế giới 2006
20477	23 tháng 8
2f481e47f45bd1ff7d2bae9859c351d9	Danh sách đĩa của The Rolling Stones
bdedb08335013ce37d563e75fe9f0703	Danh sách các vùng thống kê đô thị Hoa Kỳ
396315	Lưu Ý
e5b82fa4a76f06a7a92107a26d4aa0f9	Ersta
434019	Jules Bordet
33136b9433ae552bb351ccca97a9b4c2	Hùng Vương thứ XVI
f7ce23923edf8a20b73de10c30a8f86f	Afikoman
78b8e8dc1a455ae51d1aca234f021ebc	Chu Bản
797251	Hành chính Việt Nam thời Bắc thuộc lần 3
7adf534ce5fa968ea7458f702efa661a	Người Darkhad
54524b8fbc72492d6b0f5259094394d5	Biểu tỉnh nến tại Bratislava
bb5e756e042e3b2d1d14a6b5f7c489d1	Christian Carion
1943508	Công đồng Quinisext
c39253196dd1f69409395defca111b2e	Đại học Chiết Giang
68610	Attapeu
d5f10934196159915418b1aa804590d5	Antelope Valley
1750749	Bảng xếp hạng đại học thế giới Quacquarelli Symonds
93a1ca7c4ce167c28453e1769d67cf75	Thể loại:Mất năm 1957
12381699	Jules Patenôtre
6923	Chủ nghĩa cộng sản
d10f7d1107f59cbc5a1102a76d00ea0c	Dinabandhu Mitra
7858e28fffc0738606617cb8040e910e	Khu căn cứ có chủ quyền
55f84f66aff7be4b50a907d32e3bfcfb	Shirzad của Ghazni
57665	Thế kỷ 3
531803	540
1a1e7bc2c09548b8c56adcb20ecfda95	Françoise-Athénaïs, Marquise de Montespan
40743	Ivan I Danilovich Kalita
1002	22 tháng 4
f775865d72422ed92c0e2130bf130045	Trận Hastenbeck
45075	Cologne
459099	9K31 Strela-1
3658e705939649de7691623e27cf4baa	Dương Văn Hoằng
c2dde2b7bdce00407aac55e4476a1f8e	Karl Josef Becker
8f6a45dc64d4915a97ee2edd9f13c6e4	Asociación de Guías y Scouts de Costa Rica
c9d2d8d4d128b3ab397ca906ee134b90	Faraday-efficiency effect
3683308	Hình tượng con Gà trong văn hóa
f5a3b94141c8e3fa4b565818828a034c	Billy Wright
3273361	Antony Beevor
9a2e5aa7ba9dfb795eff8614459b2dbf	The Crickets
0f0518d031579b3a03324d5fb63c5f5d	Amalieion
133296	Queensland
49076	Trương Định
93c06a34ae4e93f6c35f37aad16db336	Chế độ quân chủ ở Hà Lan
1058972	Francis Coquelin
2706	Đông chí
e9f973c0fb0d607535a26f7f975286f8	Danh sách Nghị quyết Hội đồng Bảo an liên quan tới Iraq
57660	Thế kỷ 6
3256696	Michael Palin
f09dfd8fc4a71cf5fb6c2f22329f2f74	Lutz D. Schmadel
5af86b6ea3010368bea90b9ca242563d	Bọ rễ ngô
5a348883454e650690d7184e31795644	Jacques Gaucheron
253092	Dương Trung, Trấn Giang
329bb90aa8f5e9ded85470a252557bb7	Charles Cornwallis
0b7ebece08fbacd7eb5328d01e575df7	Albert Abraham Michelson signature.jpg
325012	Callisto (vệ tinh)
10009	Chi (định hướng)
f9a15ffee424f2890d8dc1475a36d8d3	Barnet F.C.
523984	Thế kỷ 3 TCN
540822	146
159ac79346c5ac18592eb6caa439a422	Fame and Fhaytune (book)
130350	Lý Tiên Niệm
3501230	Bệnh lỵ
782416	Trà Hương
2361283	Tên Nôm
5cbeeaf51f9380ca75fc82edda31a263	Di chỉ Châu Can
529905	1243
c8db4bf5288b6929f427eae63007f4b3	Stratford Hall (đồn điền)
3435423	The Music Trend
1516	Kính viễn vọng không gian Hubble
371936	Twitter
107916	1930
487993	Edward Elgar
da313bee624ce9d939ccbd0ad84939ba	Biljana Plavšić
9a69940ac2a963986e033b9f8a1d655c	Berkeley Mafia
cf59fda10d56764a18ef1a83a546406b	Arsenal F.C. mùa giải 2017–18
820793	Hampshire
3b653141e5e7a0df5016e49931a53b3b	Crosby, Merseyside
64420	Phùng Hưng
3713230	Arwad
2459573	Donald Arthur Glaser
d6f0d805ed1ac05453608342af66d2f3	Louis I, Đức Hồng y Guise
553bd5b27d6b32ecfda0475609cb575e	Blue (bài hát của Big Bang)
569332	Aurora, Illinois
8317515	Arthur Balfour
398810	Anklam
1402048	Bắc Ngụy Minh Nguyên Đế
452243	Anastasius I
24181	Đơn vị thiên văn
3116651	How to Dismantle an Atomic Bomb
6c7610674e10804b971cf8b84777c166	Bisu (sắc tộc)
c08e0c784106bfb15183743fa9b8f6e8	London (2005 film)
292527	Absalon
f804c55ba9386488a7ce6410b9e58109	Cantor's diagonal argument
348b6d192b0e97870551725151665e6e	Chiến tranh Gothic (Năm 376–382)
19354	Thể loại:Sinh thế kỷ 8
268967	Phật lịch
8d8fd6768a21ffdb762a6da506aa8268	Chụp ảnh vũ trụ
20539	23 tháng 9
783622	Chihuahua (chó)
400492	Ardennes
1429444	Sừng Vàng
2413930	Nam Baden
3150311	Hành chính Việt Nam thời Nam Bắc triều
127094	Nouvelle-Calédonie
e2754b5216247ed300cdb8b0a7654f0f	Nước nông nghiệp
8354340ad6e8c12c4b859c04e5b7c7be	Christophe Colombo
20181	27 tháng 2
7347d67d7ffbd5a00c295cda5395ed7f	Thập niên 1090 TCN
a0480b42450cf0235bbd5d3949369690	Cheng Yuzai
641838f7364998e38f68858e9859e032	Adbusters
53114	Trường Sa, Hồ Nam
3422037	Danh sách huấn luyện viên Chelsea F.C.
575545	Quận Monmouth, New Jersey
5d2177bcf309be478f98415825656460	Adrian Fisher
8768c7f41324c81efe6fa983ea23a2d9	Bernardino Luini
1277110	Thừa Thiên Cao Hoàng hậu
abec539993aa7df263faadf7d3f52c77	Callao (vùng)
db6eb9d69dbdc8a7a8df490b59e59232	David Morgan
2455879	Giải Oscar cho phim xuất sắc nhất
31916	Coca-Cola
adc431b06b484e055dd81ca5e1ea6b15	Ismail của Ghazni
1279723	Thập niên 770 TCN
188222	Tri phủ
116918	José Saramago
590203	James II của Anh
102220	Kim Sơn
3d57d81603ab9d056901038167a43647	Office of the Secretary of Defense
530008	1195
540933	55
