109567	Gothic
2ce344235aa559129dde6c8c91de390c	Chasseurs Alpins
20214	14 tháng 3
1026782	Đàn Nam Giao triều Nguyễn
1747460	Hạng Trang
467237	Feodor Lynen
28608	.bd
3663374	1944 (định hướng)
578363	Thập niên 1320
531900	461
3638450	Chợ Mới
0f9f118f1e56a601f187a1d3743b848f	Phương ngữ Bukhara
daa845e7f18ea8f2d577d8b4cf52647f	Demographics of Turkey
20167	20 tháng 2
4006d350edfb921f465214950b94eb9a	Dracula's Guest
129093	Số La Mã
7b8e77527041fd0d4b34c5aa1030453a	Thammayut Nikaya
530048	1172
969001	Lưu Hoằng Tháo
366775	Antwerpen
2261179	Alexander R. Todd, Nam tước Todd
daa2d48c827f45e1530926bd8ada20b0	Công ty Bột mì Fou Foong
924	29 tháng 3
297716	Dương Trọng Tế
a1aeac964c16c18d36d8b10b14f43c00	Paul d'Aiguebelle
530006	1197
7f5a5b3c92007c6ef0a92edb650dec94	Hôn quân
302548	Chủ nghĩa hiện sinh
00fdf877a4024967c437b33473f3baab	Continental Motors
541531	115 TCN
bd5c4edc52d7a8694a58d767674178ae	Daisaku Ikeda
578305	Thập niên 1730
3272282	Hội nghị bàn tròn Hà Lan-Indonesia
231679	Carl Theodor Dreyer
60513	1988
529904	1242
55394	Bò
8752b2e5cb5e96196e64fbd794fa81b8	Roderick
96040	Air Hong Kong
553473bfb7226d38388838afca065ca4	Albert Einstein trong văn hóa
578416	1048
541014	365
281387	Friends
529952	1287
529890	1228
63997	1974
3192993	Cơ sở tri thức
14bc48be3946bc207c1329b80a101b8a	Chủ nghĩa hợp hiến
b25c879aab5461b4bc0dfaafe00e9da7	Bá tước Sandwich
365543	Bãi biển Sầm Sơn
529238	1626
9920	.at
3b2f1ab61c3d4fe6d390affe5d062a0a	Archibald Vivian Hill
529268	1648
12192080	Đồng (tiền)
a9f0ae53b403bfc139f33f71df8cadac	Tần Thủy Trọng
bfb5c36e04df8ba2cc33266e6f49f5eb	Bluegrass State
1408320	Avro Lancaster
107949	1966
0d64b671997412363f95b9a4d7d91acb	Bonwit Teller
189497	Lê Duy Vũ
242479	François Dominique Toussaint Louverture
25176	Hậu Tấn
1ce319835e1b5780db47d8caebdd4e42	Baluchistan
20448	7 tháng 8
26002	Chủ nghĩa tư bản
136948	Lưu Cung
74132	Granville, Manche
27668	Argentina
44299	Voi
61b690bf872dad6aa1a32a9ddcbd840d	Gretsch
540734	208
20073	9 tháng 1
523794	1794
bb5abec169eb99a55d9cf9fea7d0d997	Tháp Mentmore
512074	José de San Martín
27263560e326b2d88bb1e056fd4b9310	Francesco Petrarka
b91565ce6aa7c2ed80c0f836fae52d35	Chính sách Năng lượng của Liên hiệp châu Âu
dfb7bf15e20fca52ee0f1220f9d8f201	Cultural studies
1241943	Chiến tranh Pháp-Đại Nam
541025	617
d8696518385898a2eff87984e40921fa	Shōkei
8dfd5c66be64d51231c5307e2123a11a	7 tháng 5 năm 1954
f2d72935700ea30990d3efa9e8980580	Cách mạng xã hội chủ nghĩa
f8873853dd7fbc9daa6e119a0d55f69a	545 TCN
42707	Viêng Chăn
a0860a6cd848cb65fbc8fe34d473ef85	Jiryaku
53755	Thể loại:Sinh thập kỷ 1690
06d5ae105ea1bea4d800bc96491876e9	2205
92c917e5c9ce0306004166834bdb748f	Pompeo Batoni
802600	Khiếm thính
7bc4be462250c154545385bfd4fdaa90	William Symington
eebd7e4cbcbac4f269da38ce305a122a	Tiểu hành tinh đi qua Sao Hỏa
1204237	Cao nguyên Hoàng Thổ
67	Hà Giang
93288	1960
53764	Thể loại:Sinh thập kỷ 1730
76080	Nhà thờ Đức Bà
24486	Chùa Xá Lợi
186170	Hán Nam
100597	Nguyễn Chánh Thi
fc59c477cadee1f59dedaf5de24f6d87	Thế kỷ 2 TCN7
530896	887
529270	1649
3524040	Thiên hoàng Go-Sanjō
34a97327c292331e1ec2553c7d5f165a	Never Back Down
b2ed4fdcead8d328711105894312e592	Alexandre Kojève
173016	Lê Kính Tông
37558	Algérie
2889696	Trận Gia Quất-Gia Lâm
416902	Alexander Dubček
84869cbae25174ba33f76f9d0be9af1b	Elisabetta, regina d’Inghilterra
530364	1405
2423260	Die Zauberflöte
31f9d94cf28586c718bcb493541e131f	Đại học Tây Washington
50992	Hoàng Diệu
49429	40 (số)
530427	1453
38fa4e089e81d6a1275ada7aade7fd3f	Charles Scott Sherrington
52478	Lịch sử Thái Lan
41a4e906f610c18d3769b6e7bc7587c7	Chiến dịch Erzerum
54914	Barbados
367520	Audi
541054	642
103864	Cộng đồng Than Thép châu Âu
532859	332
e3875b722edb3ded1117ea4ef2a7bc94	Toghril el Malun
0afc7c1bd2afddbcf4d0624737ea79b1	1997 VH1 Fashion Awards
865945	Chuyến bay 123 của Japan Airlines
337887	Liễu Thăng
473bd9af655bb503ee7001d03b2ff0e4	Alfred Weber
19983	23 tháng 11
49b573b79902460b9ab45adc0653a569	Cung điện vương thất Bang Pa-In
377341	Charles Louis Alphonse Laveran
d8cce2de5ca74e64ed1840e9e3fb7937	Cosimo III de 'Medici, Đại Công tước của Tuscany
aceb673fe535882b314c32d7758dbd67	Abel Resino
109682	Diêm Thành
640531	Captain America
20183	28 tháng 2
528879	1725
08a10b025493f7c2f0b8d5e93d72dac3	American Meteorological Society
2bb6b123eb43c9032f74e9787027b872	Lịch Triều Tiên
144054	Nô lệ
531800	537
107807	1900
399a476324e418e7bf0d99890d222789	Arch of Reunification
484784	Hạnh Thục ca
3116460	Giáo sĩ
3be0535148dbc1d385eea2b543ef64ec	Hội nghị tôn giáo Whitby
3241251	Công viên Quốc gia Glacier (Canada)
2a34abd6ebbd7fcf5a4421229c946c0a	2142
565206	Cầu Brooklyn
410801	Liên Bang Đông Dương
89552da106005a84d43dbdab8aec50bd	.cat
99533	.th
bbd0c265c78b9a6f71f17c11da6d32fb	Burghal Hidage
3514510	Lịch sử nước ta (thơ lịch sử)
5ef6526641ec0d4644361af7515be125	Lumen (đơn vị)
75a2683ef676fce2a29a6d68ac42e446	Anatoliy Serdyukov
2457302	Étienne Lenoir
530413	1445
119286	Harry Martinson
56e97ebdc4d6fb7b44158d3f72214337	1948 trong điện ảnh
529346	1682
184780	Nikolaus Otto
909c946748333f3858bdf776c4547873	HMS Resolution (Cook)
254ee1812184c868e8e3142852e3a124	Chính trị Botswana
201913	Hưng Sơn, Nghi Xương
12317681	Chi chó
1536563	2018
529342	1679
265789	Imola
392191	1848
3389200	Anne của Anh
8720	Đô la Mỹ
16987	Công giáo tại Việt Nam
a8603cc3c6d192bad70a934b1e944fdb	Anthony James Leggett
407005	Vận tải
28afa50e4da5d4d143d2d5dd32824031	Enlil
527229	Thể loại:Mất thập kỷ 90 TCN
71339	Angers
3299529	Chiến tranh Ogaden
1617947	Trận Amiens (1940)
578320	Thập niên 1620
29683	Roman Abramovich
513595c1c8b5afb47633980da4218f44	Bài quyền Vịnh Xuân quyền
109995	Rainer Maria Rilke
81e223604db1a13380f1660be406578c	Thể loại:Sinh năm 1905
3353767	2093
531901	460
808010	Claudia Schiffer
530229	1081
20595	22 tháng 10
e5d17a34f2acae06562fb2117e5edec1	Alphorn
3427379cf3e47a5ca294afa6af865f2a	Cao thân nhiệt
18062	EU
778656	Gioachino Rossini
f39b5a65c05c4fbacadd8961bf404358	Balgha
573de061d6f723127ccdfa35f7a78755	Northern Dvina
529388	1666
cb941bcd4278d53541e7e2c74a3d616c	Cabaray
460001	Bảng chữ cái Kirin
64544	Viêm phổi
a2453fa79250b37bf30f9a8238a1bb25	Andrew Robinson (author)
3170289	Jean-Baptiste Dumas
65bba06f1780189d3cc28b6a0472d3ce	Albert Janse Ryckman
402c35374592cd24d9df0e85a6052132	Henry I của Hesse
3116612	Đế chế thứ hai
58b48f1540e4de2e8853f78cef095c5e	Ernst von Rüchel
880468	Carlos III của Tây Ban Nha
df940a8673369929bd3abb835f6df205	Frantz Fanon
109049	Emily Dickinson
20191	3 tháng 3
531896	465
829261	Chu trình nitơ
530932	783
325417	Quốc gia dân tộc
228193	Justus von Liebig
fabf1eaf810752c0abdda83e11936b20	Thể loại:Sinh năm 1847
57520d08091b10d4cdc0ffd98e6ea99f	Børnesnak
1716687	A Lý Bất Ca
459992	Tiếng Bengal
23dd26f0280e35e7af1f6334f73a2d88	Corriere della Sera
51251	Cách mạng
63998	1973
12330	Hậu Đường
e49d5d7fe5f5e56f52829256c756efba	AJ Auxerre
3b4e43bf79be692e41eea1e3de8c467e	Frédéric Joliot
119554	Alsace
3196146	Lê Trung Trực
521481	Argus Motoren
3ebc3c3aca19656690f72f1557c5f2bc	APEC Hàn Quốc 2005
530076	1154
36167	Đàn Nam Giao
7630	.aq
880478	Aragatsotn (tỉnh)
420514	Kangta
1443729	Lưu Tống Văn đế
63975	1977
448683	Aleksandr Mikhailovich Butlerov
be296eab402ae49b33dfe32a1be77422	Chiến tranh Aetolia
11612774	Chicago Pile-1
530495	1485
31492	.br
942faeeb1c9db83d9e20ec4cd3de8c3b	Aristide
5465	Thiên văn
490893	Bộ trưởng Hải quân Hoa Kỳ
3474	Giáo hội Anh
530733	805
127607	Antille thuộc Hà Lan
529556	1593
d21fae9744adf8068e33a8e3bc7c89d1	Dansranbilegiin Dogsom
47457	Giáo sư
e95d768c26c78dc7fcb5af0d550270cf	Verethragna
e9875bd561c47da75b2c442a5c670bf7	Athlone
228203	John Bardeen
17025	Gioan Baotixita Phạm Minh Mẫn
81e366422b61e0fdae49e6a78d28d1e3	John của Đan Mạch
27341	Nhâm Dần
529143	1528
d1a04286aa103c387d0de95b0bc5e195	August Wilhelm xứ Braunschweig-Wolfenbüttel-Bevern)
48222	Vua
33010	Alexandre Dumas
2447128	Nổi dậy ở Đá Vách thời Nguyễn
31368	Chiến dịch Lam Sơn 719
35907	Tỷ phú
06a6926cf5aeaed94b8784357185dcfb	2005-05-30
578343	Thập niên 1430
106066	Frédéric Mistral
824	1954
529737	1316
b597339004ae2b5901d30d727c4ddce0	Brahmasphutasiddhanta
541432	Thập niên 1850
128921	Phan Huy Quát
102829	Bruxelles
137149	Bộ Ngoại giao (Việt Nam)
28906	Torino
578431	Thập niên 1600
3724	Pakistan
af54b3c871edb37dbf413ce362bdffdf	Chủ nghĩa Trosky
07a0c77ab31b30681d970e1fb8d499d9	Amos (nhà tiên tri)
102100	Foot
3336761	François Joseph Lefebvre
a3eeb154c3060020e790f6ce5993a0fb	Bernard Jauréguiberry
95cb732d05a18bc5d10b0cdc324c4c86	The Conservationist
cbdb09aca567765a1ee9d91cffb9836c	Bà chúa Tuyết (phim 2012)
5d19688c0afbece644fbd2a3fb54a0c9	Elberon, New Jersey
20484	28 tháng 8
a482052de2bb2cd4a4466dc073389d39	Bầu cử giữa kỳ
16173	Cà phê
20684	16 tháng 12
800059	Cái Tàu Hạ
2eb79163463098020d7a157ba70ad576	Lịch Cộng hòa Pháp
3251278	Chiến tranh Liên Xô-Phần Lan
530525	1509
b3cc4de1d27546a79eeab9679969659b	Giảng sư
77e26860627126ae7387f1aaa1fae46d	Huân chương Thánh Anna của Nga
ca0daec69b5adc880fb464895726dbdf	2193
392207	1853
ab8bc9eece995235b4c9ce67e7a18857	Borča
3426151	Biển Ionian
202825	Chiến tranh giành độc lập
392217	1857
98f354693a07c65f7e68e898ef9f029d	Danh sách sân bay theo mã IATA: Q
3394	Rhode Island
1445758	Thể loại:Sinh thập kỷ 930
bd71450f6dc48e2275df784328df401f	Giới thiệu về Số học
2011	Sinh học
8222116b9e8db4e41aacfc901d33d9aa	Công thức Jacobi
3682791	Palestine
aea6fef1f53372e24d0684e23cc59d62	ISO/IEC 11404
62070	Thuế
203226	Thập niên 1900
529383	1669
531072	1394
0487e03f5cdbf17696f29fd9ce408054	Ban chấp hành FIFA
77027	1797
503988	Nguyễn An Khương
4f800ae1409e6a90c55ef4d19ecbc572	Hillsborough, New Hampshire
15bcbafe230bc4ca2878dbc005164e6a	Danh sách các huấn luyện viên ở bóng đá Anh
43932	Cộng hòa Liên bang Đức
540886	76
541012	363
2324959	Anthony Eden
c7c5d790e95b6e4b424d2bc204fc4507	Blazar
530244	1069
529382	1698
b877167566895e43e3c2fdb876c28522	Biền văn
36702	Burkina Faso
781656	Hồng Hy Quan
78b2b4af4a09466a052c3a6f5addff63	Hoài Sóc
540772	180
5a3947eb1a34cfc87c7e06a10f92f69c	Danh sách máy bay của RAF
3671167	Fujiwara no Yoritsune
4effd9e6e2d33689ece2391a15ef7fe6	Bộ Hải ngoại Pháp
530305	1021
20665	7 tháng 12
529389	1665
17ef3478dcb821ae73298307fdf41fe8	Libya cổ đại
15383	Hàn Quốc
cfa981a09c0e449bd8a1ae870229ff91	Airbus A330 MRTT
e9374389600d76850131a41174108605	Chiến dịch Farm Gate
1242697	Bình Định, Kiến Xương
3287901	Atlántico (tỉnh)
2849	Úc
6f3c473c3a6e89306fbd518886d97648	Bob Parr
511912	Hán Tiền Thiếu Đế
d504b83cf9437ebc2fb22e449ad08097	BIBSYS
c0aabe5eb56f92d8b110502cf78e8e9c	Arrondissement
cba20e22dc9a5f939d2308d93ba77289	Thể loại:Thành lập thập kỷ 640
529580	1577
76698	Amnesty International
530516	1503
814501	Online Computer Library Center
285403	Lịch Berber
471e42d9c38e2a9aa5f54d603a2b5e26	Trương Chi Vạn
310437	Dimitar Berbatov
e16a593d742c86bc1100f9fae09ffa9c	Football League 1991–92
291171	Bắc Thái
241029	István I
472226	Chester A. Arthur
6d704ac02e141bde8f7c89f0a3d634e4	Aina TV
48174	101 (số)
530005	1196
5cff843014838822f001284e09936201	HMS Discovery
28ba8e9d167353bd1e781a3a0d7125c4	Hawthorne (book)
417043	Chelyabinsk (tỉnh)
2c768ba78ef7ad61482913e949945101	Cristobal Colon
146265	CAC/PAC JF-17 Thunder
5e35de28a4b461cac36ec35262606842	Bưu điện Hoa Kỳ
529194	1554
2364481	Prajadhipok
99282	Nghệ An
1279739	Thập niên 0
ca9a3264a7739a69bd1da400ad2fbc81	Hoàng Văn Hợp
4200f9cec3aefd4c1b43891ec4a2ffca	Thể loại:Sinh năm 1804
1262054	Người Kinh
141966	Cao Ly
530986	1386
6ba3ff2c373b03f358fc5afb402d823b	GBU-10 Paveway 2000lbs
3b764f6f05ad8417f054b183ef9c4274	Champagne (phim)
107341	Jean Lannes
dcda6c19027de8ac6ca04ec0d61f8791	American Presidents: Life Portraits
85954f29102849edebcd34c5fac457e1	Các biến thể của bóng đá
530251	1063
1231	22 tháng 1
20456	12 tháng 8
0df6d6543fcd26710f4babfe7463fa65	Archive.org
9352675bb1458b6b7c8c2d6e1012ed8d	New Statesman
8b81eb5945d73a096afe2ce6db12af86	Crans-Montana
faca65e9f70edec2a9c9c21cd435627a	United Kingdom of Great Britain and Ireland
1445711	Thể loại:Mất thập kỷ 450
1339179	ASU-57
383847	Allvar Gullstrand
183686	Adidas
134200	Thiếu úy
529945	1282
41069	Lê Thái Tổ
2433	Isaac Newton
d6df5e1fb2e44544855c875aebf991dd	Thể loại:Mất năm 1859
530958	1355
baeb053aa41ac3ce595b03d16da3543e	Hán tự giản hoá phương án
3099448	Antioch
67644c74683b527c110eff664b880270	Con hổ vùng Chowgarh
ad60427cf1607914cc540a3243627d68	Guy Debord
541565	132 TCN
152359	Hoàng Quốc Việt
20513	11 tháng 9
18467bf5a1e78a469dbc0730db244846	Bom hydrogen
0fbc242f77dc0ce35d5589bfb2a87742	Charles B. Huggins
420248	Sinh sản
53792	Thể loại:Mất thập kỷ 1850
527869	Trận Roßbach
531802	539
add6134ccac6a0a47e5a0d88be3026b1	Những phép lạ của tên nghịch Chúa
511862	Mai Lâm, Đông Anh
571346	Bộ trưởng Tư pháp Hoa Kỳ
40515	Bảo tàng Thành phố Hồ Chí Minh
468343d2ed732285dba72e8affcb1e44	Badenoch
0fd1f27796da5f3e04a9c072c75ca2a5	Các ngày lễ Muslim
49647	Nguyễn Hữu Hạnh
b68bdbe66140d201aecff90ec428f97b	Huyện Tống Sơn
53785	Thể loại:Mất thập kỷ 1820
3389204	George I của Anh
3378548	Công cụ
57c50ec6bad7b505296038d74f572ef0	Thập niên 1120 TCN
66b8541aee84e0e7045bf62f994c2946	Barry Levinson
455846	Giáo hoàng Clêmentê XIV
404677	Confignon
20556	2 tháng 10
4599c0da808fe367966b8dd8c092f987	Avestan
20320	7 tháng 6
531272	692
73dcbc17257fda50751314c22cd86a4e	Abruzzes
20699	23 tháng 12
9af6a69c86cd53b6f89a417ee730bce9	Isabella, Công chúa Asturias (1851–1931)
53c6eba23c1229320b7ea3d7b83de14d	Lyle Taylor
d986f9fff23c331a25fa2354678d238d	Châu thổ Niger
bd6ceab4f0b5d29c915bcdaabaf2d55a	Anna Regina
541541	125 TCN
529587	1571
65c8b50083ff358289e186589e91ab7f	Bantimore
3cf77e4777fc6d3b87668b122ad545d4	Beatriz của Bồ Đào Nha
2480f86b90f80b1d4fa0b971bcf134bf	Ngày thành lập Công Đoàn Việt Nam
59009	Hạ viện
20331	12 tháng 6
528897	1738
6719	Afghanistan
26741	Giao Chỉ
18005	Tỉnh
77a6216658ea899abca9d33ca9770eba	Lịch Ấn Độ giáo
08049801f400fdbb2a6b57dc9802d156	Bắt giữ HMS Cyane
1584477	Belene
60e5752f6649f6588d496ac2c806a573	Chú hổ Hobbes
281590	Tống Phúc Đạm
2aa83563a8b6842e0417d2ce440609a2	Quan thoại Giang Hoài
1320291	Zam
530688	939
813005	Gornji Milanovac
6908	Triết học
391971	1809
5298	Chúa Nguyễn
134195	Bộ trưởng
1561	Thực vật học
455286	Bộ chỉ huy Viện trợ Quân sự Mỹ tại Việt Nam
392138	1818
450033	Giáo hoàng Lêô VII
51177	Hiến chương Liên hợp quốc
0c3a522b2fa01fe785617e6657963225	Lovetown Tour
61281	São Paulo
3349455	2059
2e93bae58ba056975d6763182069047a	Seleucid era
918996c245bde9980a0d8b30bd1a9c78	Agnéby
119971	Ngô
51a462d2c1013ee3c62aec3161bd930d	Andrew Vivian
17291	Bán đảo Kamchatka
119b4bc102e658ab0f94cab7e9dcf3b8	Benjamin Siegrist
234711	Phim (định hướng)
3670951	Jacques Necker
fc2d47a32db83485807fcaa648701604	Dơi trong biểu tượng văn hóa
8bfcb03333cb16ab8fac4c173e6e5e5d	Deutsche
531773	515
03afb7c4d315b0157724265f54f77976	Armand de Gontaut, nam tước de Biron
360921	Chia rẽ Trung-Xô
124949	Chiến tranh Mông Cổ - Cao Ly
828011	Giải Hòa bình của ngành kinh doanh sách Đức
80803	Boeing B-52 Stratofortress
aec5e810b056f9010fbedc304e249b96	Thể loại:Phá hủy thập kỷ 730
5ce0c9068e0c9a9d8522e27caec6f2c9	08 tháng năm
530120	1121
824926	Tiệm tạp hóa
3896c747b7eeeb404ff5c898b725b6fe	De Champeaux
8d06854882be056c2b8469bef93325c5	Ferdinand VII
33804	Alabama
93ad863957b3f928c51e9f90a0a31e1c	Thể loại:Kiến trúc thập kỷ 720
43234	AIM-7 Sparrow
37327	Sông Hương
19110	18 tháng 11
423581	Bạch Vệ
20543	25 tháng 9
09ee6fe65b39073385011d576238f214	Boyer d'Agen
07d9281ad13c0ec332a211545e499473	APEC Nga 2012
1401749	Chinchilla
bbac8873385363c747822440814b0940	Hội nghị Annapolis
40767d3de36070535d176cfe02780967	Jōwa (thời kỳ Heian)
119273	Nadine Gordimer
13b5adfc60fe9ff54f39e8c57e5e928b	Under the Sunset
011c68b9e9c743898c8269ef6bdf2764	Bộ Hàng không Trung Hoa
c692f8de3e578694a7a82434281813d3	Lam Thành Xuân
823869	Bia Vĩnh Lăng
0042b41b8bee40374bd1e9998b97336a	Bộ Chỉ huy tối cao Đức
0d9c41c6454115808171ac782dc1d1e7	Bangor, hạt Down
69f269717b642d3baecfb7f0b643be4e	Charles F. Sullivan
2234772	Lý Tòng Nghiễm
f10e1b2a005b6a4b87cfa01c9de3aa2b	Alfred Kleiner
3659798	Alcuin
787890	Nuoro
107917	1931
532196	399
1b8b79842327fe3b3ea4d28613586b1f	Poppea
10732	Thái Nguyên
48f810ac2c6ce3dad90042a661f4153f	Abaco Air
437e59e7051ef6ab524e84f2ed9b4aed	Amlaíb của Scotland
9e2859ce4265a6b17e3486b1ed1fd5d7	Lý Đồng
e5c2e0dcdd78d834adf6e2f6eeb7a3bd	.asia
541677	Bệnh tim
58437	Andrew Fire
115	Lý Thường Kiệt
a710446074c442be73ee09749aa0798a	Düsseldorf-Altstadt
392150	1824
0f55c39367ded515d214d97f8cf2c418	Christian I
98	Việt Nam Cộng hòa
27347	Mậu Thân
6ea1d53a34b69c6b63a7bb2137030fc9	Achaemenids
3981411747ba962ad3e0459b3039d364	Anyin language
62774	Baku
271519	Emmy Noether
a5881518d6b4c1dc2ced821a35d3edd4	FA Vase
528597	1700
0f4f57da5a8204e1accd95a751fb7bb3	Văn bản liên kết
8cdb71c1e8946bfb7f69302d36c94d99	Aimar V của Limoges
37b4797e556e7ff254927bb4440e3d1f	UT1
20634	11 tháng 11
243599	Chiến tranh Tây Sơn-Chúa Nguyễn, 1787-1802
1279617	Thập niên 810
25c8380817c7bbcf9b908633baa33c8b	Takuya Iwata
6f95c6dc7a404ff4493358085387507f	Parthian language
214150	Bãi cạn Scarborough
b244f3542bbbd77936dbcdf3684c8f09	Bắt giữ USS Chesapeake
3142	Alaska
139587	Chester Alan Arthur
123039	Alan Shearer
1095445	Bộ tộc
1279612	Thập niên 760
c157b567d2a5da2e13b1c83cdce65b22	Conservative coalition
1a21760799cb260f8cf04d82e781474d	Handbook of Birds of the World
549788	Bonaire
434019	Jules Bordet
578432	Thập niên 1700
6ff578de2ec4054a8a006aefd2fa0827	20 cent euro
4119	Cộng hòa Séc
250885	Donald Trump
2257600	Jacobus Henricus van't Hoff
285cc035548e79dd00f6a0bad0cf570b	Abba Eban
0d5a61e03a0c98ff623464b751676d5d	1940 Democratic National Convention
15b8257f9436d9d1c482863613ef6ee9	Căn cứ không quân Luke
2261082	Arne Tiselius
75993	Vật liệu nổ
6d78b982344a92473fa7fcae19094479	Gennady Voronov
3534926ee51d995f0cd08a7dcf293a00	Ioannes Xiphilinus
800383	Diệt chủng
529910	1247
531169	708
0f1f3985b6674f4c39b44545bad685c2	Cumberland Plateau
1263101	Grande Armée
179414	Chiến tranh Pháp-Nga (1812)
55fa9e5c377dcc2364c871e8e616b3bc	Bagaudae
2ebbdcf3beead04676fff7e45663c149	APEC Nhật Bản 2010
4fe9eed9a706cfe73673067cc4b08690	Kavadh I của Ba Tư
10157	Giáo hoàng
238303	Giải nguyên
13f3aa32eb2aa273f6e86d58dff15017	Bộ Tham mưu Lực lượng Vũ trang Liên bang Nga
20576	11 tháng 10
e5211df232525666e26e46ce089dfd5a	Charlestown, Nevis
9c5970d55aff5ea3e9e6cd5c3820b89e	Edward H. Levi
513852	Martínez
531292	672
285330	Lịch Assyria
2360099	Elias James Corey
3491970	Cộng hòa Dahomey
520558	Chiến tranh Nga-Thổ Nhĩ Kỳ (1768–1774)
304734	Bounnhang Vorachith
107937	1953
3709210	Abdu'l-Baha
444501	André Michel Lwoff
1266475	Bầu cử tổng thống Hoa Kỳ, 2012
55239	Nguyễn Lữ
9511a9f64a198f66ce1778c6037287b5	585 TCN
529247	1634
2350532	Mayflower
e08cc16d05ab908aa3b9ceb8a03966a6	George McTurnan Kahin
529911	1248
c68353919ccb3d11b5734282097d5a4b	Mặt Trăng (chiêm tinh học)
139435	Calvin Coolidge
c10f7420ad49fbe5c47f38892e039a46	Công cụ sản xuất
12318	Chủ nghĩa vô thần
76728	.cg
541129	30 TCN
3168758	All at Once (bài hát của Whitney Houston)
421100	Parthia
563fa03518074a263af88ca3523fcfd3	Abu Nidal
529557	1592
42487	12 sứ quân
20661	5 tháng 12
423148	Artonne
95884	Air China
528867	1722
29659	Salman Rushdie
b2b258815c150a219b42e12e7a3b3bdc	Georg Lunge
528920	1754
1279546	Thập niên 130
3d2baca2fb870094aa50ae1a236f7031	Kitô giáo Celt
1a30bcd0de231cfd267e287bb4194c24	Hồng thập tự
541487	77 TCN
487082	Lê Bá Ly
46248	10000 (số)
80574	Học viện Quân sự West Point Hoa Kỳ
2061	Nhân Chứng Giê-hô-va
71455	Thế kỷ
86647	974
2444378	Triết học cổ điển Đức
530831	2012
f3a45cd38252dac02c5dd17d5e6f0da5	Thể loại:Thành lập thập kỷ 1110
54ef6b49da020379acdbbc22b398aa73	Centre Department
d31877a949c4ae63631523af80802974	Lịch Julius sửa đổi
a729070c8db24cd034cccf9f0a288056	Alpine, Arizona
578301	Thập niên 1760
524092	Kênh đào Rhein-Main-Donau
5587ed4c87d66d2fb110f0a5432e8617	Thư viện Low
7cbff88dd6c5d63c88ebbbbd971ad3c5	Thể loại:Thành lập thập kỷ 150 TCN
4d254e0da83ee0deaeff6884763fc4a7	Momstenango
523984	Thế kỷ 3 TCN
804323	Mary Bentinck
7461	Bảo Ninh
540702	222
42a4b3ae832b0e9ea36b34fe77c15e79	Catagenesis (địa chất)
ead64131dd0c6578fe848645bdd65aac	Lịch Đông La Mã
93d1cc93406ede26afc3774400990ab9	Danh sách máy bay của Không quân Israel
53856fe850a79ae0b8537df63b7fe7ac	Thể loại:Hoàn toàn không có nguồn tham khảo tháng 5 năm 2016
d15fdec77f1bc7019f0c2b2e0fe8f71f	Georg von Békésy
1244571	Hoàng An
466797	Ottoman Empire
299524	1823
e6f6f214fd510854fcb18c2f4f5c3712	Anna Blaman
141541	Anh em Wright
