7c9440e10716d369554c9e59f2f76479	Språkrådet
84869cbae25174ba33f76f9d0be9af1b	Elisabetta, regina d’Inghilterra
beb492c444d8e7ee9675009e0220018b	Danutė of Lithuania
807227	Kharkiv (tỉnh)
4acae4ccea621759167e26ee65298961	Eva Marie Saint
1478	Hành tinh
140491	Lý Cảnh
821039	Cộng hòa Xã hội chủ nghĩa Xô Viết Moldavia Pridnestrovia
96438	Bangalore
3244673	Cormac McCarthy
92753b5e577772ff8d47175639a573c3	Bob Dole
473bd9af655bb503ee7001d03b2ff0e4	Alfred Weber
3216284	Lý Công Bình
1297290	Thomas Müller
20183	28 tháng 2
528879	1725
933bf4a7566587a9d23358360987514a	Dây thần kinh trán
531205	735
202017	Hoài Bắc, An Huy
399a476324e418e7bf0d99890d222789	Arch of Reunification
7e6aeb4055423727a5cd6e513af7e9a2	Stephane Rolland
774197	Lucius Cornelius Sulla
524132	Vùng liên bang Ural
71784	Mikoyan-Gurevich I-250
ba865e557c73c34495fc4d08b6143e20	Di sản của Việt Nam
8353bd8a798642677aee7649882d7672	CBS Paramount Network Television
19467	Thể loại:Sinh thập kỷ 1900
9ea01c8b99d08b9422527f1186977040	Bois-Caiman
530413	1445
230538	Chính Ninh
184780	Nikolaus Otto
6696808a470bd82eb6aa44d098107c65	Sách Hôsê
909c946748333f3858bdf776c4547873	HMS Resolution (Cook)
738f2e99e3960aad756c6a1b3265eb9f	Bức xạ vật thể tối
9ecc66b71af304b3fdd3adf584b6d904	Axel Springer AG
3674860	Hưng Dương Thanh Nhượng
b199211236d90e2df74697f6f1fed9e1	Anala Mons
46597	Kolkata
39ec9a2035b5cde6a413ab2e3ecbcd66	Hương Thu
8720	Đô la Mỹ
803360	Danh sách giải thưởng và đề cử của Girls' Generation
a5bdfc1636d834e68d185676d6f8cfef	Joo (second)
30012	Hưng Hóa
54c8f5575ff9859562979d83d4629624	Ministry of Education (Singapore)
116888	Dã Tượng
3460	Tháng bảy
1336257	Đại học Heidelberg
1556239	Vĩnh Ngọc
1252131	Quỳnh Sơn, Bắc Sơn
6d7c389b8b093680d4dfff19efd6a170	Canyon Diablo
6d23124edc913126da99aa1fbd40292f	Diki
236903	Abédi Pelé
e5d17a34f2acae06562fb2117e5edec1	Alphorn
bf4d0a2ffb2e79d22d8ae8c7df20b5f8	Chiến dịch Neptune
041e12f9f59fa67358a56cde54361cb8	"Braguinha"
189029	Xiếc
1f956298879bf1ae0bb6cefa4e7391b0	Bào mòn cát
c819fdd4fc75da396bcfa6de50fb7a22	Người kể chuyện
65093	Montesquieu
1165654	Michel Vorm
821882	Vụ ám sát John Lennon
2024f2fc2821f0bb92a3c4039b7f33ab	ISO/IEC 11179
5c223514d08998d2447a97d505bcebc9	Alcetas I của Macedonia
98f182bf113d4c1de6da3d936508a51b	European Cup 1956–57
83062061733db33c91762ae640fcd1b2	Arabella Churchill (tình nhân Hoàng gia)
83a1d34e31d3ee95390666304f7b2ac2	Khí mustard
448925	Phạm Hạp
256189	Falcon 10
860ac553810eb1a90719d2bec344b58b	French departments of Greece
4a7f82f2e91dd8133b4073d5352e04f2	Hành trình Antonine
3fffcdbd7737ae2bd3f4f3d08959431c	Ted Honderich
2218416	Svante Arrhenius
3052	Johann Sebastian Bach
1623842	Chiến dịch tấn công Bucharest-Arad
1667198	Giao tranh tại Pont-de-l'Arche
17ed241dd8629bffa88ded1e58086188	Chiến dịch Apatin-Kaposhvarskaya
521481	Argus Motoren
3349568	2072
cca01cac2d3cb92c372815cff3d7bb0c	Life Is a Lemon and I Want My Money Back
1410318	Dolce
469453	Hồi giáo Shia
416938	Cộng hòa Mari El
28445	Bảo tàng Dân tộc học Việt Nam
56904	Lễ hội tháng Mười
31492	.br
111446	Họ Gà tây
687c6d69fb77579763997a0f47c40d6e	Grigory Yevseevich Zinoviev
53645	Thể loại:Mất thập kỷ 1140
b5a40f8f012ca30c2866f45ba9077dc1	Domenico Bartolucci
33745	Phan Huỳnh Điểu
228203	John Bardeen
17025	Gioan Baotixita Phạm Minh Mẫn
806458	Konya
8868a7c89ee3adaa074c2226fdb98c9d	Emil Erlenmeyer
1522496	Hưng Vũ, Bắc Sơn
5e5918a0ccdc8256f15d9618d39a663c	Lý Văn Sâm
7a2783c3fdbd212223af62dc79e551d6	Hột Đậu Lăng Ỷ Lợi
1fa6f4010a83cb7dc8abb8ffd638db68	Tiên Vu A Hồ
801736	Danh sách các thủ đô và thủ phủ tại Hoa Kỳ
529885	1222
108694	.ro
10ab2581c23c5772bf077bfe5739f21b	Shrutavarman
68436	Mindanao
541432	Thập niên 1850
0f122463ff6d4d9e7286117a1d0bb665	Daniel Caligiuri
156902	Danh sách di sản thế giới bị đe dọa
58149	Bão Xangsane (định hướng)
102100	Foot
b69f652cd4e9b92bef6834fde615ae29	Infomercial
16390	IAEA
5d19688c0afbece644fbd2a3fb54a0c9	Elberon, New Jersey
bb79accd57760246f8ca9b05f1fc10c8	Ayr
e4791d2b2a6086d72004920cbc625fb0	Sông Grande
403130	Biển Camotes
3567447	Chiến trường châu Âu (Chiến tranh thế giới thứ hai)
53180	Bertrand Russell
ca0daec69b5adc880fb464895726dbdf	2193
532114	417
1fdf849520e2b8a2003e96118ea15483	Nguyễn Hữu Khâm
dd6c3141c9abe67394226354ea235aa1	New York Observer
55573411f78b5533f72a1a56f2929ff5	Truyền tải dữ liệu
8070cb07d01f9ab2cb1c98a95d604158	Phi lý
235080	Sông Rạng
295531	Joseph II, Hoàng đế La Mã thần thánh
11107613	Bayou Bartholomew
202728	Anantapur
fd649f7a1b321cf97c60ec907ca53af1	Grandmaster (Marvel Comics)
92235	Chế Mân
294584	Algiers (tỉnh)
531072	1394
6539	Alpha Virginis
10611	Báo chí
9656732638123981bec4c52a791515ab	Danh sách các vật thể bay gần quỹ đạo Trái Đất
79377	Giải thưởng Hồ Chí Minh đợt III
541012	363
9ca24e7441e3edd9e4619987a9b19f3e	Luật tập tục
781656	Hồng Hy Quan
29298	Everton F.C.
4effd9e6e2d33689ece2391a15ef7fe6	Bộ Hải ngoại Pháp
427f5ca1f55cf97c453228b4dbc818ed	Sebaldeburen
d9180f030451b11e3728ff63f51793f1	Prikaz
443501	Chiến tranh Chechnya lần thứ nhất
823291	Buffalo, Wyoming
16606	Trần Trọng Kim
3198268	Air France-KLM
dc7555d99fdc4278dbdf997f1a6adaf8	John Ostrander
2431767	.இந்தியா
b2d64c78f49a6b96d0ec9d1fc1515243	Arab Spring
d0b06dc9286635cd40c26212f8db9d11	Bộ não nhân tạo
c84065e31e4ccfe1e3d1a598223ef81f	Tháng 9 năm 2018
285403	Lịch Berber
795998	Balochistan (Pakistan)
200764	Billy the Kid
662e1f38c60da62750acbd0006c6ee49	Banco de Venezuela
bc504d879193ce9adfc5e2b244fa8acf	Bộ Giao thông Nga
6d704ac02e141bde8f7c89f0a3d634e4	Aina TV
1006335	Danh sách vua Triều Tiên
5319048b59c1bce540657a840198f59c	Cung thiên văn
7391dae15ba564afb00176132363b2bc	Mark Lazarowicz
7ba207d1c2401cf7a9d375ad7affc1c1	2010 French Open – Women's Singles
3331745	Chiến dịch Serbia (Thế chiến thứ nhất)
2541217	Manon Lescaut
a39b78d81adc6e5473b0973cc62732c5	Gabriela Beňačková-Čápová
1501786	John Dewey
3385633	BEAST (ban nhạc)
738fc4943b69915f40215a6516beb2cb	Laura Estrada
2448422	Dương Âm
107341	Jean Lannes
f5c633b4693da5096a5c0bf4c2ba2361	Florus
799671	Thường Phước 1
196ba93853deca5b69b7276f906beb21	Alcázar
999c6e1655ddfccad24d4b19219fd88a	A list of rulers of the Roman Empire
faca65e9f70edec2a9c9c21cd435627a	United Kingdom of Great Britain and Ireland
3ce72461ce6ddaccc7532a6b5a570137	Thể loại:Thành lập thập kỷ 1340
27671	Gabriel García Márquez
7504088	Maurice Wilkins
6f1d93e4c8f51a24a6f3ba7988fdfba0	Galloway
112675	Adam Mickiewicz
a49cd661046d6080e646d9294ad98e32	Thể loại:Sinh năm 1958
9837	Quốc kỳ
1749521	Lương Tuyên Đế
5f6fce7566349c3095ef65b4154053ba	Cảng Chân Mây
baeb053aa41ac3ce595b03d16da3543e	Hán tự giản hoá phương án
4fec205f071eb8bf7fa02e282036168b	Chủ nghĩa Nasser
eeba196112ce805165bdb04543702e2c	Captain America (William Burnside)
541113	14 TCN
d89b9bd331ff87aacebfbb24fb99407b	La Perla del Pacífico
831655	Balakhna
1434232	Trận Knjaževac
6b30663491990a753f49a97e1c9c2d4b	Thể loại:Phá hủy thập kỷ 1620
49a546c8d706b2e92ac535795b36fc47	Cinderford Town F.C.
132097	El Al
47452	Nam Mỹ
a62255adef3054a0463d33f6d59d20e1	Bảo Giác
d4620ad88bb5a175cc1885cc4b7f1a19	Các dân tộc bản địa châu Mỹ
674c9e92775c488b3fbf67e30ba1735a	Chanson de geste
fa004ad9ccf2d84e93ddd23288f941dc	Consciousness after death
59bd5bf28016acd49f230ac5db1c790d	École des Chartes
94548f373c4e6da672b915f767cc3a16	Giao ước
690488	Cymbidieae
f55c3215ee78201704b7d5569174b647	Cộng sản Triều Tiên
392124	1812
6eec7e0e60caaeeaf1860ae001a417cb	Bộ Tài nguyên Nước California
65c8b50083ff358289e186589e91ab7f	Bantimore
794151	Công chúa Beatrice xứ York
1264177	Cá giả hổ kình
b0ffaa9ba73aed935d9d03c3c07a218c	Ban Chấp hành Trung ương Đảng
416325	Đậu Hà Lan
77ad4ce750046438e0a4e3ce975fc128	Chuẩn Internet
77a6216658ea899abca9d33ca9770eba	Lịch Ấn Độ giáo
3355446	Cryptocarya concinna
5262	Bo
474544	28 Bellona
e35295ff90a86e0311e4ec75a4111c75	Cirrus Airlines
3359788	2101
eea5497892829ec39f0ab966020b3a5a	Heinrich của Mecklenburg-Schwerin
1276735	Hãn quốc Sát Hợp Đài
c3a9d1222647a9319f93e2a9a83583d3	Điểm nút
145241	Hậu Lộc
455286	Bộ chỉ huy Viện trợ Quân sự Mỹ tại Việt Nam
51177	Hiến chương Liên hợp quốc
89de962004951026369d2ba0d5edb1bd	Louis II de la Trémoille
9994	Kursk
9795ff1f3883dca9b7a4b164aed11b62	Abundantius (Quan chấp chính tối cao)
71ce9a7fd85383496a03c83d9c998031	Jeune Fille Endormie
ff05ff6f115d17471cf0009892e180b9	Tranh hý họa
94621	Wat Pho
9cd3fb746539cc7d500a784e12b1b622	Nhà thờ Saint Bene't
68537	Ulaanbaatar
84cb250a267c9f78b26414391940afee	American Idol (Mùa 15)
286142	Thị xã Việt Nam
828011	Giải Hòa bình của ngành kinh doanh sách Đức
9489811f779a2423df9c2ba71c3070a5	Ixanapura
1505576	Lâm Phượng Tường
46c7217d00e598975227cd6c40db8cd7	Nueva Cordoba neighborhood
27812	Chiến tranh Iraq
550360	Kemerovo
104855	Czesław Miłosz
66043	Vi khuẩn Gram âm
288997	ASIMO
cf03b673d7594cca37da87122bcb47b7	Andrea Morisco
9db45e8b172f0359007e6caae8e44853	Boeing 737 AEW
89976030ce806e39b615a38fb3381495	Lom, Norway
530544	989
497596	Phương diện quân (Đế quốc Nhật Bản)
514357	La Thành Tây Đô
1764607	Ipswich Town F.C.
507731	Bố Chính
1405842	Lactose
0d9c41c6454115808171ac782dc1d1e7	Bangor, hạt Down
3259944	Người Papua
39f9c532723a9a621121f194ac02d8c5	Big Hits (High Tide and Green Grass)
8897ed3666db48ba49fb8ebb92a221ae	Ngôi sao David đỏ
189488	Cao Lăng
94312	Oxford
8d541a94fba31656c640512f2db42e2e	Hội Văn bút Ba Lan
a8e1e914ac13627f127079dddcae194d	2009 Wimbledon Championships – Women's Singles
947264	Tết Hàn Quốc
353137	Clement Attlee
51e19366e56591df4122f5b12c133037	Heptadecan
b4ec0de78edd94231081e7c9cab14682	Đại học Madrid
3bb0699e8d1b651e554d1d43b4790993	Charles Chamberland
8faf13e56c136f0fe2bc8d19a1db2c8e	Ripping Yarn
8bc6b56a6ed428518ee2ddbe5a68d56d	Copa Mercosur
c286252d59f9b3cab0afada950b382db	289th Engineer Combat Battalion (United States)
1102464	Di tích quốc gia đặc biệt
3a890ddfa496dcd666a6f102afb46290	Chủ nghĩa Gaia New Age
7b3a29af0b9244910121dfe4f493566a	Adrift in New Yhayk
3695302	Nguyễn Hữu Cầu
1335636	El Cerrito
3142	Alaska
43ca6e341503db098e34d3d97fca0e66	Ngã ba Lác
69934	Việt điện u linh tập
25929c2c5d8e88305f2993017237f6df	Attis
528890	1731
ce23bd6aebc90e9b052ed485032e8655	Burschenschaft
ce2880613986f54eb4fc24e4b87631e5	Broadstone, Dorset
1325926	Bãi Xà Cừ
120662	Huynh đệ Teuton
4119	Cộng hòa Séc
532278	Dương Long Diễn
a68cca69799263be364cc56ff874c471	Kinh tế bang New York
93b99c14ecc54c9d14f41284d4d83a8f	Freak of Nature
578409	1041
11cb703290f9852d442ff2581c09bd54	CSS Virginia
0d5a61e03a0c98ff623464b751676d5d	1940 Democratic National Convention
1540448	Coralville, Iowa
15b8257f9436d9d1c482863613ef6ee9	Căn cứ không quân Luke
ff217f924723a1d68fdb7fa28ee1bfea	Dean Lyness
b073616f2a9daf62de7f38bb84ce0a1e	Giông bão
416270	Wildemann
c5adbe0375c3d733615a4ec5aead8edd	Massagetae
236608	Bành (họ)
f807f0870f0d832c99840338f55b96c0	Binh đoàn ứng chiến
63756	Gia tốc góc
136255	Mạc Anh Tổ
0f1f3985b6674f4c39b44545bad685c2	Cumberland Plateau
8a12154f9b51e4669a0d380ec28e2571	Béla III
2246115	Dioscorea hamiltonii
600a7ef01c6a2dec7db61c0aa13b75f0	Ba động cơ
3300804	Cộng hoà Xô viết Trung Hoa
fefb4ef275579f2d612c088be1ad87ee	Antsiranana
4cd52d8e3529a6b448e1a7f2da6c4775	Jenever
361843	Saint-Séverin
111740	Ekaterina II của Nga
921df2c38c915da3048f18c60756c618	Mặt trận Đoàn kết Dân tộc Cứu nước Campuchia
1320612	Elmalı
67796	Lý Thái Tông
531292	672
820299	Date Terumune
3138174	Lagash
324bbedbea0cf5554a6fe894ed1ea3e3	Dấu của hoán vị
66057859d8357a4087e403d2e44695e1	A Nhĩ Tô Bác La Đặc
74637	Bốn mươi bảy Ronin
12328	Nhà Hậu Lương
543004	C (lớp tàu tuần dương)
194c462293ddd0c245492d36ea601ad3	Berwickshire
b92d9034ed1d51e796a7bc2e2192ec68	Chất cồn
1252100	Quỳnh Bảo
6f17fdd668fc863e2c08b1fe80198f50	Đảo South Georgia
c10f7420ad49fbe5c47f38892e039a46	Công cụ sản xuất
54e8fe53f032cf2adbd4fd15e86cc057	Ngô Tử An
3168758	All at Once (bài hát của Whitney Houston)
0fac5065d9b65d1c053f81558c797831	Christoph Kramer
19743	Thể loại:Sinh 1810
42487	12 sứ quân
412b2c05d3793aa7f49c5a63eea9eb3c	Ali Pasha
802648	Bang của Sudan
197767	Giang Vĩnh
528920	1754
213310	Sanam Luang
688d58aa92c617d6418c08dca20c0af1	Cộng hòa Ba Lan thứ hai
1a30bcd0de231cfd267e287bb4194c24	Hồng thập tự
5393	Quảng Ninh
0f8d90828649f4211a691f62761670ca	Bé Tuk
2061	Nhân Chứng Giê-hô-va
1318155	Costinești
2688	Đại số
527b269fcdc494c53718606d494ed6e8	Air India Regional
4ea0edbd69ee03e12da4850d95f546d7	Cathedral of the Archangel
4b3df919a5b877f20bf8e028a25a8cbb	Phó Bộ trưởng Thương mại Hoa Kỳ
47230	Danh sách Bí thư Thành ủy Thành phố Hồ Chí Minh
13ee8cd2b5e9dc9f7c49c57337f0ed3b	United States circuit court
3381465	Leicester City
a729070c8db24cd034cccf9f0a288056	Alpine, Arizona
578301	Thập niên 1760
3ec78d30a939a5fe8051368de1cb13d9	Diện tích thế giới
dfc5d594757b0006ae81222ed055a069	Alderman
804323	Mary Bentinck
56204f72bbeee0bcaa09eda2f7241f58	Giaches de Wert
540918	32
3645959	Bắc Carolina
0db598f0fc07de5ef3633f16074c18f0	Hojo (Inu Yasha)
1244571	Hoàng An
18cb36642d23ab0268b8236b0397ca63	618 (số)
20a5b9ba6efb3e2cd8fd1b8f2111185b	Samarkand.
2422383	Bell X-9 Shrike
579032	Bí thư Trung ương Đảng Cộng sản Việt Nam
194032	Gia tộc Tokugawa
6898b9123346c6746c4d5f1de88e89f4	Anton der Zauberer
3258456	Thời gian Unix
2433490	Acropora
24498	Biển Chết
116905	Chương trình Mercury
d9bef8160fc861960d4ce0bb57ffa048	Cazeneuve
323a347c94d7cfdb2aaf42177ff92693	Tỉnh Ghazni
3330002	Chiến tranh Thuốc phiện
c294e03d8c993da312bab8f6944d500a	Thể loại:Kiến trúc thập kỷ 1070
0317dd8bf086152a18a5cf2154f750b9	Bastille Day
2261294	Dorothy Hodgkin
61371	George Armstrong Custer
c7124306f81c02d501f2048ed028730c	Batswana
ba65497d5f7a8c14e4a060677381a803	Inconfidência Mineira
6790	Giao thoa
be2a4d61124b3efe85d1cdbee22a8527	3 June
2286990	Trung Chủ
3177036	Stan Lee
ef998af7f17604ee765a60a1d95e2175	Ali Bey
24982	Than (định hướng)
697a423bae94ff023ddcb108c497c139	Ahmed Bouchiki
f6bfddd7a91a7244ab07577270c24d5c	Hồng Phạm
3191884	Chương Dzềnh Quay
3514510	Lịch sử nước ta (thơ lịch sử)
3670144	Applied Materials
503002	Asō Tarō
4dc5afefa7931c089a9b03c87d90aa97	Automated reasoning
a4ae67d53442f5132abe0cad76704fef	Khâu Viễn Tài
797b22dab40d95f84f90cb89951890d8	Dan Starkey
2438269	Tanka
7c27dc9bf7e043a9816cf1a2dcf42b00	Alton, Hampshire
255771	Quốc lộ 53
01480eebe560d23de9ae087e4855f305	Đặng Khải
527b74c5b6c26064eeb77e3a0c5ce584	J.D. Hooker
df840d20cb73631e1d9879e59f5dd237	Serabit el-Khadim
38c675fa2deb3ab3736e39f8b5d73080	Bồ Sát A Hổ Điệt
754cf3baa522bb7fb19164f95bb24e9a	United States Department of Defense
57d056ed0984166336b7879c2af3657f	City
540860	102
65890993d2059b892ddfc6854651b70e	Kellet XR-8
5e92faddd68cb6d3fd6a53e5cf92b1b6	Hệ thống mở
3133	26 tháng 4
1c5f23312d42eaad983095f172f56fa8	Thể loại:Sinh thập kỷ 170 TCN
228669	Hổ Quyền
1a53688296a3b7446e13578e30b69c10	David Freidel
527127	Tiếng Kazakh
388112	Hans von Euler-Chelpin
399904	Hòa ước Giáp Tuất (1874)
146339	Jefferson Davis
2429577	CGPM
579b190f3715f4f36897293588b7836c	Biển MarmaraIonian
189588	Diên Trường, Diên An
fdb1729b5c59e1aaf47b1b79d724c279	Emmy Destinn
01fba14fbf6929edfba00666573b5d80	Boris Tadic
8150bbf1d2fd6b9acee35f55015c39a6	Luật (Phật giáo)
194844	Demeter
259589	Chakri (định hướng)
42572	Liên hoan phim Cannes
44749712dbec183e983dcd78a7736c41	Date
1321288	Aksu
139931	Chris Watson
307204	American Idol (mùa 8)
80605	Trần Văn Hai
d612194b31b0a9f36d4374811ba6df17	Curtiss R-6
281217	Yomiuri Shimbun
397908	Diadochi
1612626	Aston Villa
73840344cc20833d869d0699846265de	City Airways
de74d2dd2082bb6fc324eed75feedd74	Thời kỳ đồ sắt châu Âu
211095	Bảo Sơn, Song Áp Sơn
13ba79ac3eedf187b5ced9b6699bd5f1	Bệnh chứng
4ef56b19c88e738c1e13325926b6ca91	Bernard Ferbois V2
02aaa1875da1bb7538cf40803ac04f75	Hội nghị đùa nhả
20365	28 tháng 6
772281	Ngài
7d51d43abefe82dabf973b408d2c4eff	Alireza Faghani
173474	Giang Xuyên
58850	John D. Rockefeller
1645458	Tiếng Turkmen
0e86c888553ec7a3ae25674f07ec7c7a	Chu Hữu Hối
202142	Hoài Viễn
a4a916b472cf69ecb30aba790662fea0	Biến ngẫu nhiên đa chiều
00a03ec6533ca7f5c644d198d815329c	2184
6d75cbc76cadb92734a51bc3e54d1032	Chu Từ Thả
1936357	Công đồng Constantinopolis IV (869/70)
283cc87e7c6b483ce02972cef4950806	Hans Fries
21207408f13b0f037be0304e4595687d	Algemeiner Journal
e215c54c1cc1a7e30d1a6145d6ef2315	International Botev Prize
aa4af347ddef19a179eb6e58c171b299	722 TCN
3dae53a9830deb0c5f708fcb80ef9da9	Thể loại:Phá hủy thập kỷ 790
dbb4321eb72320abafc4dca61927dfad	An Thúc Thiên
20473	21 tháng 8
433963	Quốc kỳ Pháp
92e628cf62b586e6383101eb2f91039e	Hawthorne and His Mosses
57380e54789acb75854db73cc2559f28	Catiline (play)
580670	Hy sinh
3297744	Dani
2a38a521ed62d52987930aadb4ae0590	University of Colorado at Boulder
453dfa5888b7e3af1c23b1d489e578e3	Guraxin
bfa30b0aa9dacd1a73e484a0b94f0f94	Anh hùng vô lệ
bd638b2dbc0934b2e0565958f9536114	Trường phái tượng trưng
f823e479e5f4d33edf9a4def62ef24dd	Cao Đức Chính
58dd547abaa9d3add11ece7353776283	2007 French Open – Women's Doubles
9d306d4b677a9ed91cc4032082b63ec0	Thể loại:Thành lập thập kỷ 870
711af384458a33457c52edaf877dd46f	Khẩu luật
1667013	Chen caerulescens
0116b90f068726e055b5b8c3503c7cd0	Frank Hunter's Peril
132024	ISO 4217
1645885	Hầu Cảnh
42238	Danh sách các loại máy bay chiến đấu của Liên Xô và SNG
0d3eb5ad16fa3bc80c3da0e88ac41c5f	Giờ mùa hè Anh
7bcc8a8eede55bb67a789e294e166ccf	Ahmadou Ahidjo
91a1c40aed78f25e1d04ad8999592751	1976–77 La Liga
330879	Bộ Hình
436561	Hà Nội (quận)
1222107	Sông Paraguay
409224	Frank Lampard
3059e2a317e8a66b1c9f25cc788817f8	AllAfrica.com
e0e305997527663b02f21dd2bc63f8eb	Haemus
204046	Sông Soài Rạp
ffd1742bfdc71c8ab1b288694ec8c225	Ken Shellito
ce8f0203c903f8a17291ff3ecf628c28	06-02
827355	Mặt trận phía Tây (Thế chiến thứ nhất)
199676	Abbas I của Ba Tư
9569e7f016c5ed5e4be2e33e300311e2	Brent
196859	Cao nguyên sông Columbia
c6d34ed5669bed5f77a3ce1b85b7487b	Truy nã
9b585279ce4cc94208cd53d5bac94877	1650–1700 in Western European fashion
139570	Khieu Samphan
293fc2ae4d41f59c8bea704f34ed7f34	Đại học Giao thông vận tải Thượng Hải
bf54e71537ff3ab964de5f8a53fd25f5	Billboard Adult Contemporary charts
eb0916279a8eb28f7193aaa9d1f5d703	Tranh khảm đá quý
823043	Lễ Các Thánh
89820	Hướng đạo
4484	Hồ Ba Bể
d8112aa84a6b79536cbc741444edbb63	Francesc Antoni de la Dueña y Cisneros
d3434a1e2157502e3afd27715f9ae567	Andrey Antonovich Grechko
530735	807
19011	Pleiku
013aee05022402a25329e237bc6716fb	Reedy Creek Observatory
387345581bbe2e7b9bb644b9880dcaaa	East Africa Time
a060512a79c64ba71f784389dd57167b	PopMart: Live from Mexico City
2222611	Harold Urey
251ce69390781c7daa9af480b6901b23	Ball Aerospace
423863	Phân bào
3265016	Bản chất và hiện tượng
140465	Claudius
7b5f8741b30b392886d3c6bfc60b9ef6	Blackpool (định hướng)
12bfc351bcc724e5f0e6ad58a840781b	Thiền viện Trúc Lâm Hàm Rồng
769fc5df0eb4ac3910a10bbe63479c03	1844 Democratic National Convention
80145c2301acb7940944f5ce919fe592	Andrés Avelino Cáceres
25707	Washington, D.C.
e069a208a03d8777ba9ecc7b73c3cae6	David Morgan (historian)
13d8bdc066c2ae85a0ed58ad77d3197e	Hoàng Công Toản
fdd1d1e5dd94c7bde344627d39bb32ba	Chiến dịch Desert Fox
7c1448d08d0b85eb5eb32f499fd2115f	Số tribonacci
71341	Avignon
2417866	Alepocephaliformes
6cffa9cf44d1f3d0ce0a61cdf960c63a	Chương Dương Độ (phố Hà Nội)
3416450	Người Ailen
cd42a4c3ff9f89887accb72f499a5c28	Bài hát chính thức của giải vô địch bóng đá thế giới
97749	Cambridge, Massachusetts
407711	An Phú
1264288	Kaiser
6947a5a15ff540a1f08e84ca5e4099ae	Chiến dịch Vạn Tượng
04e7de3c52d0eabe366181469f099cef	Đa thức Lagrange
197761	Tân Bắc
819721	Tomas Tranströmer
541022	614
28923	Mai Hắc Đế
149794	Chu Đạt Quan
107951	1968
9247f1e7583158009e56df8161ad9fda	George Haven Putnam
56474	Quốc gia Việt Nam
2418703	Giám đốc công nghệ thông tin
3263454	Chân
2152360	Chú bác
ffd3ab5c88212144b4c1db53c8543844	Chiến tranh Dacia
b0fb7e3903ef68f8b5eccbfcf54d6a8b	Abu Mansur Nizar al-Aziz Billah
544088	Zoroaster
189571	Nam Sumatra
5385f831faf3e00fd921e3a1edee2b28	Bong bóng tài sản ở Nhật Bản
0a7e9919e56da4c017b4d324c4f09c32	Independent (politician)
793707	Capilla
530243	1070
200721	Thượng Thái
fb47f889f2c7c4fee1553d0f817b8aaa	Asphyx
ebc17b94b9c494a8de085dcfe575d3ab	Al-Farabi
ffbe7a4b7861a0584d7417b74b325ba6	Chỉ dẫn nguy hiểm
530311	1027
c9c85b92813cc34208c4f6c7f4bb7b96	Hmannan Yazawin
1239879	Cao Bái
d7cde59ff1e320ffe47e3e51dd0472e3	Arabella Churchill (hoàng gia tình nhân)
992c8a15b42053db051abc9d4abb4748	Democrat Party (Thailand)
b12262cc77519593660b6663acb4dfab	Cuộc tấn công 100 ngày
93910ea9bf6f9bb329f381ef71f4fcc9	Biographical Memoirs of Fellows of the Royal Society
